,primary_fuel,state,county,postcode
3208,Solar,Vermont,Chittenden County,
3209,Solar,Vermont,Addison County,5472.0
3210,Solar,Vermont,Chittenden County,5495.0
3211,Wind,California,Riverside County,92230.0
3212,Solar,Minnesota,Dakota County,55033.0
3213,Gas,Oklahoma,Mayes County,74361.0
3214,Waste,Georgia,Franklin County,30521.0
3215,Waste,Georgia,Madison County,30628.0
3216,Waste,Michigan,Washtenaw County,48168.0
3217,Waste,Michigan,Calhoun County,49068.0
3218,Waste,North Carolina,Cabarrus County,28075.0
3219,Waste,Massachusetts,Bristol County,2726.0
3220,Solar,New Mexico,Chaves County,
3221,Wind,Illinois,Lee County,61342.0
3222,Solar,Pennsylvania,York County,17345.0
3223,Solar,Massachusetts,Bristol County,2767.0
3224,Solar,Massachusetts,Middlesex County,1719.0
3225,Solar,Massachusetts,Worcester County,1432.0
3226,Solar,Vermont,Essex County,5904.0
3227,Solar,Minnesota,Stearns County,56301.0
3228,Solar,Minnesota,Stearns County,56301.0
3229,Solar,Massachusetts,Hampden County,1703.0
3230,Solar,Minnesota,Stearns County,56374.0
3231,Solar,Maryland,Prince George's County,20740.0
3232,Gas,Utah,Salt Lake County,84134.0
3233,Gas,Alabama,Etowah County,35901.0
3234,Solar,North Carolina,Bladen County,28433.0
3235,Wind,Wisconsin,Dane County,53714.0
3236,Geothermal,Nevada,Washoe County,89511.0
3237,Geothermal,Nevada,Washoe County,
3238,Oil,Alaska,Unorganized Borough,99741.0
3239,Hydro,Oregon,Douglas County,97410.0
3240,Oil,Ohio,Crawford County,44833.0
3241,Gas,Ohio,Crawford County,44833.0
3242,Oil,Missouri,Daviess County,64640.0
3243,Coal,Tennessee,Sumner County,37066.0
3244,Oil,Alaska,Nome,
3245,Solar,North Carolina,Rutherford County,28018.0
3246,Gas,Pennsylvania,Fayette County,15451.0
3247,Hydro,Alabama,Covington County,
3248,Solar,California,Fresno County,93607.0
3249,Gas,Kansas,Finney County,
3250,Wind,Iowa,Hardin County,50230.0
3251,Hydro,Maine,Kennebec County,4345.0
3252,Solar,Massachusetts,Worcester County,1436.0
3253,Gas,Kansas,Johnson County,66031.0
3254,Solar,Massachusetts,Worcester County,1436.0
3255,Hydro,Massachusetts,Franklin County,1370.0
3256,Solar,New Jersey,Bergen County,7407.0
3257,Hydro,Wyoming,Park County,82440.0
3258,Solar,New York,Warren County,12853.0
3259,Solar,California,Riverside County,92262.0
3260,Wind,California,Riverside County,92258.0
3261,Oil,Kansas,Anderson County,66032.0
3262,Solar,North Carolina,Columbus County,28472.0
3263,Solar,Maryland,Garrett County,21550.0
3264,Solar,Oregon,Lake County,97630.0
3265,Hydro,North Dakota,McLean County,58565.0
3266,Gas,Delaware,Kent County,19901.0
3267,Hydro,New Hampshire,Merrimack County,3304.0
3268,Oil,Connecticut,Southeastern Connecticut COG,6340.0
3269,Solar,South Carolina,Lee County,29010.0
3270,Gas,Indiana,Lake County,46402.0
3271,Solar,North Carolina,Northampton County,27831.0
3272,Hydro,Puerto Rico,Peñuelas,624.0
3273,Hydro,Puerto Rico,Peñuelas,624.0
3274,Gas,Iowa,Black Hawk County,50613.0
3275,Biomass,California,San Diego County,92106.0
3276,Solar,California,Kern County,
3277,Solar,New York,Tioga County,13827.0
3278,Hydro,North Carolina,Halifax County,
3279,Waste,North Carolina,Gaston County,28034.0
3280,Solar,South Carolina,Lexington County,29160.0
3281,Oil,North Carolina,Gaston County,28054.0
3282,Hydro,South Carolina,Cherokee County,
3283,Solar,North Carolina,Northampton County,27832.0
3284,Solar,South Carolina,Lexington County,29160.0
3285,Oil,North Carolina,Gaston County,28052.0
3286,Oil,North Carolina,Gaston County,28034.0
3287,Solar,North Carolina,Gaston County,28056.0
3288,Solar,North Carolina,Gates County,27935.0
3289,Solar,California,Fresno County,93234.0
3290,Hydro,Utah,Morgan County,
3291,Oil,Virginia,,22136.0
3292,Gas,California,Contra Costa County,94531.0
3293,Solar,Maryland,Worcester County,21872.0
3294,Solar,Arizona,Pima County,85628.0
3295,Hydro,West Virginia,Nicholas County,26679.0
3296,Solar,California,Santa Clara County,95020.0
3297,Coal,Ohio,Gallia County,45620.0
3298,Hydro,Nebraska,Cedar County,57078.0
3299,Gas,California,Santa Barbara County,
3300,Hydro,Hawaii,Kauaʻi County,96747.0
3301,Gas,Michigan,Otsego County,49734.0
3302,Waste,Louisiana,Washington Parish,70427.0
3303,Gas,Louisiana,Ascension Parish,
3304,Gas,Louisiana,Ascension Parish,70734.0
3305,Hydro,Idaho,Bonneville County,83274.0
3306,Solar,Minnesota,Chisago County,55073.0
3307,Solar,New Jersey,Morris County,7054.0
3308,Oil,Connecticut,South Central COG,6461.0
3309,Oil,Connecticut,Lower Connecticut River Valley COG,6457.0
3310,Solar,California,Solano County,95687.0
3311,Solar,California,San Diego County,92056.0
3312,Coal,Wyoming,Sweetwater County,
3313,Gas,Massachusetts,Essex County,1905.0
3314,Oil,Pennsylvania,Mercer County,16127.0
3315,Hydro,Maine,York County,3901.0
3316,Gas,Alabama,Lowndes County,
3317,Gas,New York,Erie County,14203.0
3318,Solar,Maryland,Baltimore County,21162.0
3319,Waste,Michigan,Genesee County,48505.0
3320,Gas,Illinois,Henry County,61254.0
3321,Coal,Wyoming,Sweetwater County,
3322,Solar,California,Riverside County,
3323,Waste,Ohio,Ashtabula County,44041.0
3324,Gas,Illinois,Kane County,60134.0
3325,Coal,Wisconsin,Vernon County,54632.0
3326,Oil,Ohio,Ottawa County,43430.0
3327,Geothermal,California,Imperial County,
3328,Geothermal,California,Imperial County,
3329,Gas,Colorado,El Paso County,80907.0
3330,Gas,Michigan,Osceola County,49639.0
3331,Gas,Alaska,Anchorage,99504.0
3332,Coal,Iowa,Woodbury County,
3333,Coal,Iowa,Woodbury County,
3334,Gas,Indiana,Marion County,46268.0
3335,Hydro,Colorado,Clear Creek County,80444.0
3336,Waste,South Carolina,Georgetown County,29442.0
3337,Waste,Georgia,Barrow County,30680.0
3338,Waste,Georgia,Spalding County,30224.0
3339,Waste,Georgia,Gwinnett County,30518.0
3340,Wind,Vermont,Chittenden County,5468.0
3341,Oil,Georgia,Fulton County,30303.0
3342,Solar,Georgia,Early County,39861.0
3343,Solar,Georgia,Emanuel County,30401.0
3344,Solar,Georgia,Jefferson County,30477.0
3345,Waste,Virginia,Bedford County,24526.0
3346,Biomass,Alabama,Escambia County,
3347,Biomass,Georgia,Early County,39832.0
3348,Biomass,Alabama,Choctaw County,36916.0
3349,Gas,Wisconsin,Wood County,54457.0
3350,Biomass,Arkansas,Ashley County,71635.0
3351,Biomass,Mississippi,Lawrence County,
3352,Biomass,Florida,Putnam County,32178.0
3353,Gas,Louisiana,East Baton Rouge Parish,
3354,Gas,Mississippi,Smith County,
3355,Biomass,Oregon,Lincoln County,97391.0
3356,Biomass,Oregon,Clatsop County,97016.0
3357,Geothermal,California,Lake County,
3358,Geothermal,California,Lake County,
3359,Gas,Mississippi,Washington County,38704.0
3360,Coal,Nebraska,Lincoln County,
3361,Oil,Wisconsin,Washington County,53022.0
3362,Solar,North Carolina,Forsyth County,27019.0
3363,Biomass,Pennsylvania,Adams County,17372.0
3364,Geothermal,California,Sonoma County,
3365,Coal,Kentucky,Carroll County,41045.0
3366,Gas,California,Santa Clara County,95054.0
3367,Solar,Minnesota,Sibley County,55335.0
3368,Solar,Maryland,Worcester County,
3369,Coal,Indiana,Gibson County,
3370,Gas,Illinois,Ford County,60936.0
3371,Solar,California,Fresno County,93608.0
3372,Solar,California,Fresno County,93608.0
3373,Solar,New York,Schenectady County,12306.0
3374,Solar,Arizona,Maricopa County,
3375,Gas,Arizona,Maricopa County,85337.0
3376,Gas,Arizona,Maricopa County,85337.0
3377,Gas,Arizona,Maricopa County,85337.0
3378,Gas,Arizona,Maricopa County,85337.0
3379,Gas,Pennsylvania,Bucks County,8848.0
3380,Solar,Arizona,Maricopa County,85233.0
3381,Solar,Colorado,Weld County,80651.0
3382,Gas,Massachusetts,Suffolk County,2210.0
3383,Oil,Iowa,Adair County,50250.0
3384,Hydro,Vermont,Essex County,5906.0
3385,Gas,California,Santa Clara County,95020.0
3386,Gas,California,Santa Clara County,95020.0
3387,Gas,Kansas,Crawford County,66743.0
3388,Storage,Washington,Whatcom County,
3389,Wind,Wisconsin,Columbia County,53923.0
3390,Wind,Iowa,Cherokee County,51035.0
3391,Waste,Pennsylvania,Somerset County,15501.0
3392,Oil,Michigan,Delta County,49837.0
3393,Waste,Kentucky,Barren County,42141.0
3394,Gas,Tennessee,Weakley County,38229.0
3395,Hydro,Vermont,Rutland County,5702.0
3396,Hydro,Arizona,Coconino County,
3397,Hydro,West Virginia,Fayette County,25031.0
3398,Hydro,New York,Jefferson County,13615.0
3399,Wind,North Dakota,Morton County,
3400,Cogeneration,North Dakota,Morton County,
3401,Gas,California,Los Angeles County,91105.0
3402,Oil,Minnesota,McLeod County,55336.0
3403,Storage,California,Los Angeles County,91201.0
3404,Waste,Arizona,Maricopa County,85307.0
3405,Gas,Montana,Dawson County,
3406,Hydro,Wyoming,Platte County,82213.0
3407,Oil,Alaska,Unorganized Borough,
3408,Wind,Wyoming,Converse County,
3409,Oil,New York,Nassau County,11547.0
3410,Hydro,New York,Orleans County,14103.0
3411,Gas,New York,Nassau County,11547.0
3412,Solar,New Jersey,Middlesex County,7080.0
3413,Solar,New Jersey,Gloucester County,8080.0
3414,Solar,Virginia,Gloucester County,23128.0
3415,Gas,California,San Diego County,92029.0
3416,Hydro,Alaska,Skagway,
3417,Hydro,Alabama,Lee County,
3418,Wind,Texas,Coke County,
3419,Oil,Virginia,,20110.0
3420,Oil,Alaska,,99802.0
3421,Wind,California,San Diego County,91906.0
3422,Solar,California,CAL Fire Kern County,
3423,Wind,California,Alameda County,
3424,Solar,Massachusetts,Worcester County,1543.0
3425,Wind,California,Alameda County,
3426,Wind,Texas,Oldham County,
3427,Solar,California,Los Angeles County,90670.0
3428,Solar,California,Los Angeles County,90638.0
3429,Wind,Idaho,Cassia County,
3430,Wind,Colorado,El Paso County,
3431,Gas,Washington,Klickitat County,98620.0
3432,Solar,South Carolina,Florence County,29583.0
3433,Solar,Florida,Polk County,33811.0
3434,Wind,Texas,Mills County,
3435,Oil,New York,Rockland County,10901.0
3436,Gas,Kansas,Sherman County,67735.0
3437,Gas,Kansas,Ellis County,
3438,Wind,Washington,Klickitat County,98620.0
3439,Cogeneration,Nevada,Clark County,
3440,Wind,Oklahoma,Texas County,
3441,Hydro,Connecticut,Northwest Hills COG,6065.0
3442,Gas,Texas,Jefferson County,77705.0
3443,Hydro,New York,Otsego County,12116.0
3444,Gas,Illinois,Piatt County,61839.0
3445,Gas,California,Solano County,94585.0
3446,Solar,Minnesota,Freeborn County,56043.0
3447,Solar,Minnesota,Chisago County,55084.0
3448,Wind,Texas,Borden County,79517.0
3449,Oil,Wisconsin,Douglas County,54838.0
3450,Wind,Montana,Meagher County,
3451,Gas,Kansas,Sedgwick County,67016.0
3452,Gas,Virginia,Louisa County,22942.0
3453,Solar,New York,Washington County,12887.0
3454,Hydro,Washington,Whatcom County,
3455,Hydro,Vermont,Chittenden County,5439.0
3456,Hydro,New Hampshire,Coos County,3581.0
3457,Wind,Idaho,Bonneville County,83427.0
3458,Hydro,California,Trinity County,95552.0
3459,Hydro,New York,Lewis County,13368.0
3460,Oil,New York,,11232.0
3461,Oil,Iowa,Webster County,50543.0
3462,Solar,New Jersey,Hudson County,7307.0
3463,Solar,New Jersey,Hudson County,7094.0
3464,Solar,New York,Orange County,12586.0
3465,Hydro,Idaho,Caribou County,
3466,Wind,New Mexico,Curry County,88135.0
3467,Oil,Iowa,Palo Alto County,51342.0
3468,Oil,North Dakota,Walsh County,58237.0
3469,Solar,Massachusetts,Worcester County,1536.0
3470,Solar,Massachusetts,Worcester County,1519.0
3471,Gas,Texas,Young County,
3472,Solar,North Carolina,Columbus County,28439.0
3473,Hydro,New York,Sullivan County,12740.0
3474,Gas,Louisiana,St. James Parish,70076.0
3475,Hydro,New York,Oswego County,13069.0
3476,Hydro,Colorado,Grand County,80446.0
3477,Waste,Massachusetts,Hampshire County,1022.0
3478,Gas,Missouri,Jackson County,64106.0
3479,Waste,Michigan,Genesee County,48553.0
3480,Hydro,Washington,Okanogan County,99116.0
3481,Nuclear,Mississippi,Claiborne County,
3482,Gas,Michigan,Ottawa County,49417.0
3483,Gas,Louisiana,Jefferson Parish,
3484,Oil,Iowa,Greene County,50129.0
3485,Oil,Minnesota,Cook County,55604.0
3486,Wind,Minnesota,Mower County,55926.0
3487,Solar,New York,Westchester County,10549.0
3488,Hydro,Michigan,Menominee County,49848.0
3489,Storage,Illinois,LaSalle County,60470.0
3490,Solar,Illinois,LaSalle County,
3491,Wind,Illinois,LaSalle County,60470.0
3492,Waste,Michigan,Clinton County,48822.0
3493,Solar,Oregon,Polk County,97347.0
3494,Gas,Illinois,Jackson County,62942.0
3495,Hydro,Colorado,Mesa County,81526.0
3496,Solar,Michigan,Ottawa County,49401.0
3497,Solar,Idaho,Owyhee County,83624.0
3498,Wind,Nebraska,Holt County,
3499,Hydro,Wisconsin,Lincoln County,
3500,Wind,Texas,Carson County,
3501,Solar,Florida,Hillsborough County,
3502,Solar,California,San Diego County,92082.0
3503,Hydro,Utah,Salt Lake County,84121.0
3504,Other,Illinois,Madison County,62040.0
3505,Hydro,Minnesota,Chippewa County,56241.0
3506,Oil,Minnesota,Yellow Medicine County,56241.0
3507,Oil,North Carolina,Caldwell County,28630.0
3508,Solar,Utah,Iron County,
3509,Solar,Utah,Iron County,
3510,Solar,Utah,Beaver County,84751.0
3511,Wind,New Hampshire,Coos County,
3512,Gas,New Hampshire,Rockingham County,3053.0
3513,Hydro,Texas,Burnet County,78657.0
3514,Hydro,Georgia,Richmond County,30912.0
3515,Wind,Minnesota,Grant County,
3516,Wind,Oklahoma,Grant County,73758.0
3517,Coal,West Virginia,Marion County,26574.0
3518,Wind,Oklahoma,Grant County,
3519,Solar,New Mexico,Cibola County,87020.0
3520,Oil,Wisconsin,Burnett County,54840.0
3521,Solar,North Carolina,Granville County,27582.0
3522,Gas,California,San Bernardino County,91739.0
3523,Gas,Michigan,Kalamazoo County,49007.0
3524,Waste,Georgia,Richmond County,
3525,Solar,California,Solano County,95618.0
3526,Solar,California,Solano County,95618.0
3527,Wind,Michigan,Gratiot County,48637.0
3528,Wind,Michigan,Gratiot County,48615.0
3529,Solar,Georgia,Walton County,30656.0
3530,Gas,Virginia,Surry County,23883.0
3531,Wind,Kansas,Gray County,67841.0
3532,Solar,Arizona,Mohave County,
3533,Waste,Michigan,Crawford County,49738.0
3534,Gas,Pennsylvania,Philadelphia County,19146.0
3535,Gas,Washington,Grays Harbor County,98583.0
3536,Gas,California,Los Angeles County,91201.0
3537,Solar,Colorado,El Paso County,80808.0
3538,Solar,Maryland,Somerset County,21853.0
3539,Gas,Kansas,Barton County,67530.0
3540,Solar,Montana,Lewis and Clark County,59633.0
3541,Hydro,South Carolina,Chester County,29055.0
3542,Hydro,Tennessee,Warren County,38550.0
3543,Hydro,Vermont,Caledonia County,5851.0
3544,Hydro,New Jersey,Passaic County,7501.0
3545,Hydro,Maine,Penobscot County,4462.0
3546,Wind,Oklahoma,Texas County,
3547,Solar,California,Fresno County,
3548,Wind,Oklahoma,Ellis County,
3549,Gas,Iowa,Polk County,50317.0
3550,Waste,Massachusetts,Bristol County,2745.0
3551,Solar,Colorado,Alamosa County,81146.0
3552,Wind,Minnesota,Nobles County,56168.0
3553,Solar,California,Sacramento County,95690.0
3554,Solar,California,Sacramento County,95690.0
3555,Solar,California,Los Angeles County,
3556,Solar,California,Los Angeles County,
3557,Solar,California,Los Angeles County,93535.0
3558,Waste,Kentucky,Scott County,40370.0
3559,Gas,Oklahoma,Tulsa County,74138.0
3560,Biomass,Indiana,Elkhart County,46526.0
3561,Wind,Iowa,Cass County,
3562,Solar,North Carolina,Martin County,27871.0
3563,Hydro,New York,Albany County,12183.0
3564,Waste,Pennsylvania,Northampton County,18072.0
3565,Hydro,Alaska,Sitka,
3566,Solar,Michigan,Leelanau County,49684.0
3567,Solar,Montana,Lewis and Clark County,59602.0
3568,Solar,Massachusetts,Barnstable County,2542.0
3569,Hydro,Colorado,Summit County,
3570,Storage,Pennsylvania,Somerset County,15542.0
3571,Wind,Texas,Baylor County,76380.0
3572,Wind,Texas,Knox County,
3573,Hydro,Oregon,Linn County,97345.0
3574,Gas,Texas,Galveston County,77590.0
3575,Wind,California,Riverside County,
3576,Wind,Illinois,Lee County,61042.0
3577,Hydro,Oregon,Jackson County,97520.0
3578,Waste,Kentucky,Boyd County,
3579,Biomass,Wisconsin,Polk County,54889.0
3580,Wind,Minnesota,Pipestone County,
3581,Gas,Alabama,Greene County,36732.0
3582,Solar,New York,Greene County,12413.0
3583,Waste,Illinois,DuPage County,60440.0
3584,Solar,Massachusetts,Franklin County,1337.0
3585,Solar,Indiana,Hancock County,46140.0
3586,Wind,Iowa,Adair County,50846.0
3587,Wind,Montana,Teton County,
3588,Gas,New York,Yates County,14441.0
3589,Gas,Florida,Duval County,32256.0
3590,Gas,California,Sutter County,95993.0
3591,Oil,New York,Suffolk County,11944.0
3592,Gas,Texas,Harris County,77049.0
3593,Wind,Kansas,Kiowa County,67054.0
3594,Gas,Virginia,Brunswick County,23847.0
3595,Hydro,Kentucky,Greenup County,45629.0
3596,Solar,Georgia,Meriwether County,30222.0
3597,Solar,New York,Orange County,12771.0
3598,Gas,Ohio,Darke County,45331.0
3599,Solar,Utah,Beaver County,84731.0
3600,Gas,Michigan,Saint Clair County,48006.0
3601,Gas,Missouri,Jackson County,64034.0
3602,Solar,Michigan,Saint Clair County,48006.0
3603,Hydro,Arkansas,Cleburne County,72581.0
3604,Hydro,California,Los Angeles County,91352.0
3605,Hydro,New Hampshire,Hillsborough County,3045.0
3606,Gas,Texas,San Patricio County,78374.0
3607,Solar,California,Butte County,95948.0
3608,Solar,California,Butte County,95948.0
3609,Solar,Massachusetts,Worcester County,1508.0
3610,Solar,Texas,McLennan County,76706.0
3611,Solar,Indiana,Lake County,46319.0
3612,Gas,Arizona,Mohave County,86414.0
3613,Gas,Washington,Whitman County,99163.0
3614,Solar,Minnesota,Renville County,55314.0
3615,Hydro,California,Plumas County,
3616,Hydro,Colorado,Boulder County,
3617,Solar,California,,92020.0
3618,Gas,California,CAL Fire San Diego Unit,91942.0
3619,Gas,South Dakota,Brown County,57439.0
3620,Wind,New Hampshire,Grafton County,3266.0
3621,Solar,North Carolina,Craven County,
3622,Solar,Oregon,Malheur County,
3623,Solar,Massachusetts,Essex County,1834.0
3624,Oil,Iowa,Grundy County,50638.0
3625,Gas,Texas,Guadalupe County,
3626,Solar,California,Santa Clara County,95136.0
3627,Hydro,Wyoming,Platte County,82214.0
3628,Solar,California,Kings County,
3629,Solar,New York,Albany County,12009.0
3630,Solar,Florida,Okaloosa County,32580.0
3631,Solar,Florida,Santa Rosa County,
3632,Solar,Florida,Escambia County,32526.0
3633,Hydro,Maine,Androscoggin County,4240.0
3634,Solar,Mississippi,Harrison County,39502.0
3635,Wind,Texas,Howard County,79720.0
3636,Hydro,Alabama,Marshall County,
3637,Solar,Minnesota,Waseca County,56048.0
3638,Solar,North Carolina,Northampton County,27831.0
3639,Solar,Georgia,Effingham County,31312.0
3640,Oil,Alaska,Unorganized Borough,99740.0
3641,Hydro,Texas,Gonzales County,
3642,Hydro,Texas,Gonzales County,78629.0
3643,Gas,Alabama,Lee County,36877.0
3644,Nuclear,South Carolina,Darlington County,29551.0
3645,Gas,Florida,Hillsborough County,33619.0
3646,Coal,Kentucky,Mason County,45101.0
3647,Hydro,Washington,Snohomish County,98294.0
3648,Hydro,Alabama,Calhoun County,36271.0
3649,Waste,Hawaii,Honolulu County,96707.0
3650,Gas,Arizona,Pima County,85714.0
3651,Gas,California,Los Angeles County,90058.0
3652,Solar,North Carolina,Johnston County,27592.0
3653,Solar,North Carolina,Moore County,28315.0
3654,Storage,California,Orange County,92705.0
3655,Storage,California,Orange County,92618.0
3656,Storage,California,Orange County,92610.0
3657,Solar,New York,Washington County,
3658,Waste,California,Lassen County,
3659,Solar,California,CAL Fire Lassen Modoc Plumas Unit,
3660,Storage,Ohio,Auglaize County,45865.0
3661,Solar,Ohio,Auglaize County,45865.0
3662,Other,Hawaii,Honolulu County,96820.0
3663,Gas,Virginia,Frederick County,22602.0
3664,Solar,Wisconsin,Rock County,53511.0
